"","BirdID","newlifespan"
"3140",5768,336
"3141",5769,1251
"3142",5770,1190
"3143",5771,304
"3144",5772,483
"3145",5773,694
"3146",5774,1212
"3147",5775,1212
"3148",5776,3199
"3149",5777,445
"3150",5778,445
"3151",5780,1180
"3152",5781,471
"3153",5782,618
"3154",5783,712
"3155",5784,317
"3156",5785,71
"3157",5786,311
"3158",5787,280
"3159",5820,2029
"3160",5821,2760
"3161",5822,2502
"3162",5824,377
"3163",5825,1484
"3164",5826,2897
"3165",5827,168
"3166",5828,715
"3167",5829,3457
"3168",5830,353
"3169",5831,237
"3170",5832,236
"3171",5833,2822
"3172",5834,1320
"3173",5835,1437
"3174",5836,1348
"3175",5837,2318
"3176",5838,2929
"3177",5839,1753
"3178",5840,40
"3179",5841,1517
"3180",5842,1146
"3181",5843,2250
"3182",5844,258
"3183",5845,3104
"3184",5846,2316
"3185",5847,1263
"3186",5848,67
"3187",5849,247
"3188",5851,2056
"3189",5852,64
"3190",5854,1652
"3191",5855,3324
"3192",5899,138
"3193",5902,267
"3194",5903,1000
"3195",5904,2344
"3196",5905,633
"3197",5906,480
"3198",5907,659
"3199",5908,1177
"3200",5909,2282
"3201",5910,79
"3202",6010,487
"3203",6011,3248
"3204",6012,1341
"3205",6013,321
"3206",6014,837
"3207",6015,314
"3208",6016,1041
"3209",6017,958
"3210",6018,3232
"3211",6019,2493
"3212",6020,309
"3213",6021,308
"3214",6022,2617
"3215",6023,307
"3216",6024,1034
"3217",6025,674
"3218",6026,1930
"3219",6027,1189
"3220",6028,3219
"3221",6029,3568
"3222",6030,1182
"3223",6031,290
"3224",6032,2107
"3225",6033,808
"3226",6034,2277
"3227",6035,108
"3228",6036,3199
"3229",6037,252
"3230",6038,91
"3231",6039,614
"3232",6041,92
"3233",6042,85
"3234",6043,82
"3235",6045,2495
"3236",6046,445
"3237",6047,596
"3238",6048,2610
"3239",6049,592
"3240",6050,1017
"3241",6051,584
"3242",6052,62
"3243",6053,53
"3244",6054,58
"3245",6055,105
"3246",6057,60
"3247",6061,2061
"3248",6062,638
"3249",6063,451
"3250",6064,2286
"3251",6065,352
"3252",6066,749
"3253",6067,990
"3254",6068,3309
"3255",6069,461
"3256",6070,30
"3257",6073,679
"3258",6074,69
"3259",6121,21
"3260",6136,586
"3261",6137,376
"3262",6138,1792
"3263",6139,2038
"3264",6140,375
"3265",6141,377
"3266",6142,377
"3267",6143,2215
"3268",6145,2215
"3269",6146,1839
"3270",6147,373
"3271",6148,373
"3272",6149,372
"3273",6150,372
"3274",6151,371
"3275",6152,2209
"3276",6153,371
"3277",6154,371
"3278",6156,934
"3279",6157,696
"3280",6159,3118
"3281",6160,1832
"3282",6161,2767
"3283",6164,2026
"3284",6165,363
"3285",6166,1828
"3286",6167,2658
"3287",6168,2202
"3288",6169,2022
"3289",6170,2929
"3290",6171,1655
"3291",6172,2196
"3292",6173,205
"3293",6174,2195
"3294",6175,727
"3295",6176,355
"3296",6177,349
"3297",6178,349
"3298",6179,470
"3299",6180,198
"3300",6181,1892
"3301",6182,558
"3302",6183,715
"3303",6184,1810
"3304",6187,2745
"3305",6188,2000
"3306",6189,1017
"3307",6190,333
"3308",6192,224
"3309",6194,536
"3310",6196,1366
"3311",6197,104
"3312",6198,424
"3313",6199,2609
"3314",6201,163
"3315",6202,575
"3316",6203,617
"3317",6204,95
"3318",6205,202
"3319",6206,403
"3320",6207,1302
"3321",6208,85
"3322",6209,298
"3323",6210,2868
"3324",6212,382
"3325",6213,1586
"3326",6214,1219
"3327",6215,2125
"3328",6216,957
"3329",6217,2865
"3330",6218,491
"3331",6219,1947
"3332",6220,283
"3333",6221,2803
"3334",6222,3152
"3335",6223,283
"3336",6224,282
"3337",6225,43
"3338",6226,1086
"3339",6227,485
"3340",6228,961
"3341",6229,2081
"3342",6230,1698
"3343",6231,2608
"3344",6232,327
"3345",6234,295
"3346",6236,83
"3347",6237,68
"3348",6239,245
"3349",6240,233
"3350",6242,79
"3351",6243,102
"3352",6244,80
"3353",6245,232
"3354",6246,327
"3355",6247,108
"3356",6248,90
"3357",6250,535
"3358",6251,175
"3359",6252,102
"3360",6253,327
"3361",6254,295
"3362",6255,175
"3363",6257,83
"3364",6258,175
"3365",6259,52
"3366",6261,2790
"3367",6265,327
"3368",6267,1172
"3369",6268,261
"3370",6269,107
"3371",6270,175
"3372",6271,107
"3373",6272,2528
"3374",6273,261
"3375",6274,1694
"3376",6276,261
"3377",6277,74
"3378",6278,109
"3379",6279,1533
"3380",6280,84
"3381",6281,207
"3382",6282,204
"3383",6283,236
"3384",6284,261
"3385",6286,79
"3386",6287,295
"3387",6288,11
"3388",6289,47
"3389",6290,144
"3390",6291,47
"3391",6292,46
"3392",6293,254
"3393",6295,48
"3394",6296,144
"3395",6297,497
"3396",6298,45
"3397",6299,44
"3398",6300,495
"3399",6301,43
"3400",6302,43
"3401",6303,42
"3402",6304,42
"3403",6305,144
"3404",6306,96
"3405",6307,1540
"3406",6309,1165
"3407",6310,363
"3408",6311,518
"3409",6312,269
"3410",6313,1441
"3411",6314,825
"3412",6315,246
"3413",6316,16
"3414",6317,14
"3415",6318,144
"3416",6319,77
"3417",6320,144
"3418",6369,80
"3419",6370,2632
"3420",6371,122
"3421",6372,895
"3422",6373,635
"3423",6374,821
"3424",6376,573
"3425",6377,2038
"3426",6379,415
"3427",6380,35
"3428",6382,623
"3429",6383,418
"3430",6384,1711
"3431",6385,1885
"3432",6386,414
"3433",6387,256
"3434",6388,421
"3435",6483,84
"3436",6484,80
"3437",6485,63
"3438",6486,88
"3439",6487,95
"3440",6488,90
"3441",6489,90
"3442",6490,82
"3443",6491,77
"3444",6492,90
"3445",6493,90
"3446",6494,82
"3447",6495,82
"3448",6496,69
"3449",6497,69
"3450",6498,77
"3451",6499,17
"3452",6500,52
"3453",6501,85
"3454",6502,76
"3455",6503,65
"3456",6504,31
"3457",6505,79
"3458",6506,68
"3459",6507,77
"3460",6508,88
"3461",6509,85
"3462",6510,85
"3463",6511,67
"3464",6512,73
"3465",6513,81
"3466",6514,87
"3467",6515,67
"3468",6516,82
"3469",6518,80
"3470",6519,84
"3471",6520,78
"3472",6521,87
"3473",6522,96
"3474",6523,50
"3475",6524,74
"3476",6525,84
"3477",6526,88
"3478",6527,88
"3479",6528,80
"3480",6529,94
"3481",6530,78
"3482",6531,53
"3483",6532,69
"3484",6533,41
"3485",6534,83
"3486",6535,83
"3487",6536,54
"3488",6537,78
"3489",6538,45
"3490",6546,1464
"3491",6547,1464
"3492",6548,2094
"3493",6549,307
"3494",6550,2183
"3495",6551,2200
"3496",6552,305
"3497",6553,166
"3498",6555,359
"3499",6556,1229
"3500",6557,1259
"3501",6558,2346
"3502",6559,1374
"3503",6560,162
"3504",6561,1372
"3505",6562,517
"3506",6563,2106
"3507",6564,156
"3508",6565,1852
"3509",6566,384
"3510",6567,1760
"3511",6569,1249
"3512",6570,2075
"3513",6571,1245
"3514",6573,144
"3515",6575,336
"3516",6645,2392
"3517",6646,352
"3518",6647,983
"3519",6648,442
"3520",6649,1251
"3521",6650,1100
"3522",6651,1148
"3523",6652,2249
"3524",6654,2071
"3525",6656,2290
"3526",6657,1560
"3527",6658,695
"3528",6660,1276
"3529",6661,40
"3530",6662,586
"3531",6663,412
"3532",6664,18
"3533",6665,2249
"3534",6666,206
"3535",6667,1187
"3536",6668,1168
"3537",6669,1278
"3538",6671,2325
"3539",6672,280
"3540",6674,16
"3541",6675,433
"3542",6677,1339
"3543",6678,63
"3544",6688,356
"3545",6689,1492
"3546",6690,1853
"3547",6691,151
"3548",6692,1265
"3549",6693,1265
"3550",6694,723
"3551",6695,292
"3552",6696,531
"3553",6697,893
"3554",6700,1828
"3555",6702,358
"3556",6703,2171
"3557",6705,148
"3558",6706,1818
"3559",6708,875
"3560",6727,596
"3561",6728,1800
"3562",6730,302
"3563",6731,956
"3564",6732,756
"3565",6733,1946
"3566",6734,632
"3567",6737,1871
"3568",6739,1873
"3569",6740,1050
"3570",6741,230
"3571",6742,586
"3572",6743,1913
"3573",6744,684
"3574",6747,540
"3575",6748,265
"3576",6749,96
"3577",6750,432
"3578",6751,465
"3579",6753,1905
"3580",6754,1905
"3581",6755,452
"3582",6756,622
"3583",6757,1558
"3584",6758,1438
"3585",6760,928
"3586",6761,920
"3587",6762,2204
"3588",6763,74
"3589",6764,1542
"3590",6767,761
"3591",6768,28
"3592",6770,67
"3593",6771,601
"3594",6773,1019
"3595",6774,975
"3596",6775,601
"3597",6776,974
"3598",6777,972
"3599",6778,432
"3600",6779,68
"3601",6781,602
"3602",6782,559
"3603",6783,147
"3604",6784,24
"3605",6786,795
"3606",6787,553
"3607",6788,1753
"3608",6831,1465
"3609",6832,1359
"3610",6833,1381
"3611",6834,527
"3612",6836,724
"3613",6837,1723
"3614",6839,160
"3615",6840,1543
"3616",6841,520
"3617",6842,892
"3618",6844,1802
"3619",6846,744
"3620",6849,1447
"3621",6851,1360
"3622",6853,285
"3623",6855,254
"3624",6859,1501
"3625",6863,676
"3626",6866,218
"3627",6867,584
"3628",6868,1671
"3629",6869,218
"3630",6871,386
"3631",6872,341
"3632",6873,1439
"3633",6874,364
"3634",6876,364
"3635",6877,1205
"3636",6878,303
"3637",6880,64
"3638",6883,430
"3639",6884,847
"3640",6885,211
"3641",6886,588
"3642",6887,1763
"3643",6888,670
"3644",6889,1440
"3645",6890,1190
"3646",6891,254
"3647",6893,459
"3648",6894,1285
"3649",6895,1422
"3650",6896,1361
"3651",6897,666
"3652",6899,70
"3653",6901,436
"3654",6902,1286
"3655",6903,619
"3656",6904,1294
"3657",6907,64
"3658",6908,283
"3659",6911,241
"3660",6913,72
"3661",6915,28
"3662",6916,598
"3663",6920,1519
"3664",6922,219
"3665",6926,1162
"3666",6927,238
"3667",7068,1110
"3668",7069,1116
"3669",7070,1379
"3670",7074,177
"3671",7077,165
"3672",7078,537
"3673",7080,159
"3674",7081,1591
"3675",7082,1411
"3676",7083,1242
"3677",7084,680
"3678",7085,302
"3679",7086,676
"3680",7087,919
"3681",7088,676
"3682",7089,153
"3683",7090,1395
"3684",7095,17
"3685",7097,145
"3686",7098,21
"3687",7100,449
"3688",7102,1257
"3689",7103,352
"3690",7108,237
"3691",7109,1366
"3692",7112,176
"3693",7114,1040
"3694",7121,300
"3695",7122,867
"3696",7124,297
"3697",7125,154
"3698",7126,861
"3699",7127,1207
"3700",7128,291
"3701",7129,291
"3702",7130,854
"3703",7131,849
"3704",7133,850
"3705",7137,847
"3706",7138,869
"3707",7140,20
"3708",7141,284
"3709",7143,846
"3710",7147,600
"3711",7149,422
"3712",7150,632
"3713",7155,417
"3714",7157,750
"3715",7158,570
"3716",7160,165
"3717",7162,379
"3718",7166,714
"3719",7167,532
"3720",7168,361
"3721",7170,428
"3722",7172,519
"3723",7174,422
"3724",7179,692
"3725",7180,512
"3726",7181,436
"3727",7186,61
"3728",7187,415
"3729",7188,261
"3730",7191,90
"3731",7192,47
"3732",7193,439
"3733",7194,219
"3734",7195,50
"3735",7196,220
"3736",7197,321
"3737",7199,53
"3738",7201,461
"3739",7202,42
"3740",7203,81
"3741",7204,648
"3742",7208,71
"3743",7211,69
"3744",7212,420
"3745",7213,729
"3746",7218,506
"3747",7223,324
"3748",7228,499
"3749",7236,306
"3750",7241,220
"3751",7242,291
"3752",7245,63
"3753",7254,116
"3754",7255,67
"3755",7259,98
"3756",7264,183
"3757",7266,88
"3758",7268,169
"3759",7273,302
"3760",7274,26
"3761",7275,17
"3762",7276,70
