"","BirdID","chickyear","ars","NestID","sex"
"2210",6168,"2015",0,NA,0
"3153",6168,"2016",0,NA,0
"4168",6168,"2017",0,NA,0
"5129",6168,"2018",0,NA,0
"7113",6168,"2020",0,NA,0
"8113",6168,"2021",0,NA,0
"1399",6162,"2014",0,NA,0
"2209",6162,"2015",0,NA,0
"3152",6162,"2016",0,NA,0
"5128",6162,"2018",0,NA,0
"6131",6162,"2019",0,NA,0
"8112",6162,"2021",0,NA,0
"986",6162,"2022",0,NA,0
"1398",6161,"2014",0,NA,0
"2208",6161,"2015",0,NA,0
"3151",6161,"2016",0,NA,0
"7112",6161,"2020",0,NA,0
"8111",6161,"2021",0,NA,0
"985",6161,"2022",0,NA,0
"1397",6160,"2014",0,NA,0
"2207",6160,"2015",0,NA,0
"3150",6160,"2016",0,NA,0
"6130",6160,"2019",0,NA,0
"1396",6159,"2014",0,NA,0
"3149",6159,"2016",0,NA,0
"6129",6159,"2019",0,NA,0
"7111",6159,"2020",0,NA,0
"8110",6159,"2021",0,NA,0
"984",6159,"2022",0,NA,0
"1395",6145,"2014",0,NA,0
"2206",6145,"2015",0,NA,0
"4167",6145,"2017",0,NA,0
"5127",6145,"2018",0,NA,0
"6128",6145,"2019",0,NA,0
"7110",6145,"2020",0,NA,0
"8109",6145,"2021",0,NA,0
"1394",6143,"2014",0,NA,0
"2205",6143,"2015",0,NA,0
"6127",6143,"2019",0,NA,0
"7109",6143,"2020",0,NA,0
"8108",6143,"2021",0,NA,0
"1393",6139,"2014",0,NA,0
"2204",6139,"2015",0,NA,0
"6126",6139,"2019",0,NA,0
"7108",6139,"2020",0,NA,0
"1392",6138,"2014",0,NA,0
"2203",6138,"2015",0,NA,0
"5126",6138,"2018",0,NA,0
"6125",6138,"2019",0,NA,0
"2202",6066,"2015",0,NA,0
"1391",6064,"2014",0,NA,0
"2201",6064,"2015",0,NA,0
"3148",6064,"2016",0,NA,0
"4166",6064,"2017",0,NA,0
"7107",6064,"2020",0,NA,0
"8107",6064,"2021",0,NA,0
"3147",6061,"2016",0,NA,0
"6124",6061,"2019",0,NA,0
"1390",6048,"2013",0,NA,0
"3146",6048,"2015",0,NA,0
"4165",6048,"2016",0,NA,0
"7106",6048,"2019",0,NA,0
"8106",6048,"2020",0,NA,0
"983",6048,"2021",0,NA,0
"1389",6044,"2013",0,NA,0
"2200",6044,"2014",0,NA,0
"4164",6044,"2016",0,NA,0
"7105",6044,"2019",0,NA,0
"8105",6044,"2020",0,NA,0
"982",6044,"2021",0,NA,0
"10",6044,"2022",0,NA,0
"1388",6036,"2013",0,NA,0
"2199",6036,"2014",0,NA,0
"7104",6036,"2019",0,NA,0
"981",6036,"2021",0,NA,0
"1077",6036,"2022",0,NA,0
"1387",6034,"2013",0,NA,0
"2198",6034,"2014",0,NA,0
"4163",6034,"2016",0,NA,0
"7103",6034,"2019",0,NA,0
"1386",6028,"2013",0,NA,0
"7102",6028,"2019",0,NA,0
"8104",6028,"2020",0,NA,0
"980",6028,"2021",0,NA,0
"1076",6028,"2022",0,NA,0
"1385",6009,"2013",0,NA,0
"2197",6009,"2014",0,NA,0
"7101",6009,"2019",0,NA,0
"8103",6009,"2020",0,NA,0
"1075",6009,"2022",0,NA,0
"1384",5909,"2013",0,NA,0
"2196",5909,"2014",0,NA,0
"3145",5909,"2015",0,NA,0
"5125",5909,"2017",0,NA,0
"6123",5909,"2018",0,NA,0
"7100",5909,"2019",0,NA,0
"1383",5902,"2013",0,NA,0
"1382",5854,"2012",0,NA,0
"2195",5854,"2013",0,NA,0
"3144",5854,"2014",0,NA,0
"6122",5854,"2017",0,NA,0
"799",5854,"2018",0,NA,0
"1381",5851,"2012",0,NA,0
"2194",5851,"2013",0,NA,0
"798",5851,"2018",0,NA,0
"1380",5846,"2012",0,NA,0
"2193",5846,"2013",0,NA,0
"3143",5846,"2014",0,NA,0
"4162",5846,"2015",0,NA,0
"5124",5846,"2016",0,NA,0
"6121",5846,"2017",0,NA,0
"8102",5846,"2019",0,NA,0
"1379",5843,"2012",0,NA,0
"2192",5843,"2013",0,NA,0
"4161",5843,"2015",0,NA,0
"5123",5843,"2016",0,NA,0
"797",5843,"2018",0,NA,0
"1378",5842,"2012",0,NA,0
"2191",5842,"2013",0,NA,0
"4160",5842,"2015",0,NA,0
"1377",5838,"2012",0,NA,0
"2190",5838,"2013",0,NA,0
"796",5838,"2018",0,NA,0
"1074",5838,"2021",0,NA,0
"1376",5833,"2012",0,NA,0
"2189",5833,"2013",0,NA,0
"4159",5833,"2015",0,NA,0
"8101",5833,"2019",0,NA,0
"1375",5825,"2012",0,NA,0
"2188",5825,"2013",0,NA,0
"3142",5825,"2014",0,NA,0
"4158",5825,"2015",0,NA,0
"1374",5823,"2012",0,NA,0
"2187",5823,"2013",0,NA,0
"3141",5823,"2014",0,NA,0
"979",5823,"2020",0,NA,0
"11",5823,"2022",0,NA,0
"1373",5769,"2012",0,NA,0
"2186",5769,"2013",0,NA,0
"4157",5769,"2015",0,NA,0
"1372",5766,"2012",0,NA,0
"4156",5766,"2015",0,NA,0
"1371",5750,"2012",0,NA,0
"2185",5750,"2013",0,NA,0
"4155",5750,"2015",0,NA,0
"5122",5750,"2016",0,NA,0
"1370",5749,"2012",0,NA,0
"2184",5749,"2013",0,NA,0
"795",5749,"2018",0,NA,0
"1369",5685,"2011",0,NA,0
"3140",5685,"2013",0,NA,0
"1368",5683,"2011",0,NA,0
"3139",5683,"2013",0,NA,0
"5121",5683,"2015",0,NA,0
"8100",5683,"2018",0,NA,0
"978",5683,"2019",0,NA,0
"1073",5683,"2020",0,NA,0
"11129",5683,"2021",0,NA,0
"12",5683,"2022",0,NA,0
"1367",5657,"2011",0,NA,0
"2183",5657,"2012",0,NA,0
"3138",5657,"2013",0,NA,0
"6120",5657,"2016",0,NA,0
"899",5657,"2018",0,NA,0
"11128",5657,"2021",0,NA,0
"12109",5657,"2022",0,NA,0
"1366",5652,"2011",0,NA,0
"2182",5652,"2012",0,NA,0
"3137",5652,"2013",0,NA,0
"6119",5652,"2016",0,NA,0
"1365",5641,"2011",0,NA,0
"2181",5641,"2012",0,NA,0
"3136",5641,"2013",0,NA,0
"6118",5641,"2016",0,NA,0
"898",5641,"2018",0,NA,0
"1364",5640,"2011",0,NA,0
"2180",5640,"2012",0,NA,0
"3135",5640,"2013",0,NA,0
"4154",5640,"2014",0,NA,0
"6117",5640,"2016",0,NA,0
"897",5640,"2018",0,NA,0
"1072",5640,"2020",0,NA,0
"11127",5640,"2021",0,NA,0
"12108",5640,"2022",0,NA,0
"1363",5635,"2011",0,NA,0
"2179",5635,"2012",0,NA,0
"5120",5635,"2015",0,NA,0
"11126",5635,"2021",0,NA,0
"1362",5634,"2011",0,NA,0
"3134",5634,"2013",0,NA,0
"896",5634,"2018",0,NA,0
"1361",5630,"2011",0,NA,0
"2178",5630,"2012",0,NA,0
"794",5630,"2017",0,NA,0
"977",5630,"2019",0,NA,0
"1071",5630,"2020",0,NA,0
"11125",5630,"2021",0,NA,0
"12107",5630,"2022",0,NA,0
"1360",5625,"2011",0,NA,0
"2177",5625,"2012",0,NA,0
"5119",5625,"2015",0,NA,0
"1359",5621,"2011",0,NA,0
"3133",5621,"2013",0,NA,0
"4153",5621,"2014",0,NA,0
"895",5621,"2018",0,NA,0
"976",5621,"2019",0,NA,0
"1070",5621,"2020",0,NA,0
"11124",5621,"2021",0,NA,0
"12106",5621,"2022",0,NA,0
"2176",5616,"2012",0,NA,0
"3132",5616,"2013",0,NA,0
"4152",5616,"2014",0,NA,0
"1358",5613,"2011",0,NA,0
"3131",5613,"2013",0,NA,0
"6116",5613,"2016",0,NA,0
"793",5613,"2017",0,NA,0
"1357",5611,"2011",0,NA,0
"2175",5611,"2012",0,NA,0
"3130",5611,"2013",0,NA,0
"5118",5611,"2015",0,NA,0
"6115",5611,"2016",0,NA,0
"792",5611,"2017",0,NA,0
"894",5611,"2018",0,NA,0
"975",5611,"2019",0,NA,0
"1069",5611,"2020",0,NA,0
"11123",5611,"2021",0,NA,0
"12105",5611,"2022",0,NA,0
"1356",5608,"2011",0,NA,0
"2174",5608,"2012",0,NA,0
"3129",5608,"2013",0,NA,0
"1355",5604,"2011",0,NA,0
"3128",5604,"2013",0,NA,0
"5117",5604,"2015",0,NA,0
"2173",5598,"2012",0,NA,0
"5116",5598,"2015",0,NA,0
"6114",5598,"2016",0,NA,0
"791",5598,"2017",0,NA,0
"1354",5597,"2011",0,NA,0
"2172",5597,"2012",0,NA,0
"3127",5597,"2013",0,NA,0
"6113",5597,"2016",0,NA,0
"790",5597,"2017",0,NA,0
"893",5597,"2018",0,NA,0
"974",5597,"2019",0,NA,0
"1068",5597,"2020",0,NA,0
"11122",5597,"2021",0,NA,0
"12104",5597,"2022",0,NA,0
"1353",5596,"2011",0,NA,0
"3126",5596,"2013",0,NA,0
"5115",5596,"2015",0,NA,0
"6112",5596,"2016",0,NA,0
"789",5596,"2017",0,NA,0
"892",5596,"2018",0,NA,0
"973",5596,"2019",0,NA,0
"1067",5596,"2020",0,NA,0
"11121",5596,"2021",0,NA,0
"1352",5589,"2011",0,NA,0
"4151",5589,"2014",0,NA,0
"6111",5589,"2016",0,NA,0
"891",5589,"2018",0,NA,0
"1351",5575,"2010",0,NA,0
"2171",5575,"2011",0,NA,0
"3125",5575,"2012",0,NA,0
"4150",5575,"2013",0,NA,0
"788",5575,"2016",0,NA,0
"890",5575,"2017",0,NA,0
"1350",5573,"2010",0,NA,0
"2170",5573,"2011",0,NA,0
"4149",5573,"2013",0,NA,0
"5114",5573,"2016",0,NA,0
"1349",5564,"2010",0,NA,0
"2169",5564,"2011",0,NA,0
"3124",5564,"2012",0,NA,0
"5113",5564,"2014",0,NA,0
"1348",5562,"2010",0,NA,0
"3123",5562,"2012",0,NA,0
"4148",5562,"2013",0,NA,0
"1347",5549,"2010",0,NA,0
"2168",5549,"2011",0,NA,0
"4147",5549,"2013",0,NA,0
"787",5549,"2016",0,NA,0
"1066",5549,"2019",0,NA,0
"1346",5545,"2010",0,NA,0
"2167",5545,"2011",0,NA,0
"3122",5545,"2012",0,NA,0
"4146",5545,"2013",0,NA,0
"6110",5545,"2015",0,NA,0
"1065",5545,"2019",0,NA,0
"12103",5545,"2021",0,NA,0
"13",5545,"2022",0,NA,0
"1344",5543,"2010",0,NA,0
"2166",5543,"2011",0,NA,0
"3121",5543,"2012",0,NA,0
"4145",5543,"2013",0,NA,0
"1064",5543,"2019",0,NA,0
"12102",5543,"2021",0,NA,0
"1345",5543,"2022",0,NA,0
"1342",5537,"2010",0,NA,0
"2165",5537,"2011",0,NA,0
"3120",5537,"2012",0,NA,0
"5112",5537,"2014",0,NA,0
"889",5537,"2017",0,NA,0
"972",5537,"2018",0,NA,0
"1063",5537,"2019",0,NA,0
"1341",5536,"2010",0,NA,0
"2164",5536,"2011",0,NA,0
"3119",5536,"2012",0,NA,0
"6109",5536,"2015",0,NA,0
"1340",5533,"2010",0,NA,0
"1339",5532,"2010",0,NA,0
"3118",5532,"2012",0,NA,0
"4144",5532,"2013",0,NA,0
"5111",5532,"2016",0,NA,0
"2163",5531,"2011",0,NA,0
"3117",5531,"2012",0,NA,0
"4143",5531,"2013",0,NA,0
"5110",5531,"2016",0,NA,0
"1338",5530,"2010",0,NA,0
"2162",5530,"2011",0,NA,0
"4142",5530,"2013",0,NA,0
"6108",5530,"2015",0,NA,0
"786",5530,"2016",0,NA,0
"888",5530,"2017",0,NA,0
"1062",5530,"2019",0,NA,0
"1337",5525,"2010",0,NA,0
"2161",5525,"2011",0,NA,0
"4141",5525,"2013",0,NA,0
"6107",5525,"2015",0,NA,0
"1309",5524,"2010",0,NA,0
"4140",5524,"2013",0,NA,0
"785",5524,"2016",0,NA,0
"971",5524,"2018",0,NA,0
"1308",5521,"2010",0,NA,0
"2160",5521,"2011",0,NA,0
"3116",5521,"2012",0,NA,0
"4139",5521,"2013",0,NA,0
"6106",5521,"2015",0,NA,0
"784",5521,"2016",0,NA,0
"887",5521,"2017",0,NA,0
"970",5521,"2018",0,NA,0
"11120",5521,"2020",0,NA,0
"12101",5521,"2021",0,NA,0
"1343",5521,"2022",0,NA,0
"1307",5518,"2010",0,NA,0
"2159",5518,"2011",0,NA,0
"4138",5518,"2013",0,NA,0
"783",5518,"2016",0,NA,0
"886",5518,"2017",0,NA,0
"1306",5517,"2010",0,NA,0
"4137",5517,"2013",0,NA,0
"885",5517,"2017",0,NA,0
"1305",5516,"2010",0,NA,0
"3115",5516,"2012",0,NA,0
"4136",5516,"2013",0,NA,0
"5109",5516,"2016",0,NA,0
"1304",5514,"2010",0,NA,0
"4135",5514,"2013",0,NA,0
"6105",5514,"2015",0,NA,0
"782",5514,"2016",0,NA,0
"884",5514,"2017",0,NA,0
"969",5514,"2018",0,NA,0
"1303",5511,"2010",0,NA,0
"4134",5511,"2013",0,NA,0
"5108",5511,"2014",0,NA,0
"781",5511,"2016",0,NA,0
"883",5511,"2017",0,NA,0
"968",5511,"2018",0,NA,0
"1302",5465,"2009",0,NA,0
"2158",5465,"2010",0,NA,0
"3114",5465,"2011",0,NA,0
"5107",5465,"2013",0,NA,0
"882",5465,"2016",0,NA,0
"11119",5465,"2019",0,NA,0
"1301",5457,"2009",0,NA,0
"2157",5457,"2010",0,NA,0
"4133",5457,"2012",0,NA,0
"5106",5457,"2013",0,NA,0
"6104",5457,"2016",0,NA,0
"1300",5452,"2009",0,NA,0
"2156",5452,"2010",0,NA,0
"4132",5452,"2012",0,NA,0
"5105",5452,"2013",0,NA,0
"780",5452,"2015",0,NA,0
"12100",5452,"2020",0,NA,0
"1336",5452,"2021",0,NA,0
"1298",5450,"2009",0,NA,0
"2155",5450,"2010",0,NA,0
"4131",5450,"2012",0,NA,0
"5104",5450,"2013",0,NA,0
"6103",5450,"2014",0,NA,0
"779",5450,"2015",0,NA,0
"1297",5341,"2009",0,NA,0
"2154",5341,"2010",0,NA,0
"4130",5341,"2012",0,NA,0
"5103",5341,"2013",0,NA,0
"6102",5341,"2014",0,NA,0
"1296",5337,"2009",0,NA,0
"2153",5337,"2010",0,NA,0
"4129",5337,"2012",0,NA,0
"5102",5337,"2013",0,NA,0
"778",5337,"2015",0,NA,0
"881",5337,"2016",0,NA,0
"967",5337,"2017",0,NA,0
"1061",5337,"2018",0,NA,0
"1295",5336,"2009",0,NA,0
"1294",5324,"2009",0,NA,0
"5101",5324,"2013",0,NA,0
"2152",5320,"2010",0,NA,0
"4128",5320,"2012",0,NA,0
"5100",5320,"2013",0,NA,0
"1293",5319,"2009",0,NA,0
"2151",5319,"2010",0,NA,0
"4127",5319,"2012",0,NA,0
"599",5319,"2013",0,NA,0
"777",5319,"2015",0,NA,0
"880",5319,"2016",0,NA,0
"11118",5319,"2019",0,NA,0
"1299",5319,"2020",0,NA,0
"14",5319,"2022",0,NA,0
"1291",5284,"2009",0,NA,0
"598",5284,"2013",0,NA,0
"6101",5284,"2014",0,NA,0
"776",5284,"2015",0,NA,0
"1290",5282,"2009",0,NA,0
"2150",5282,"2010",0,NA,0
"4126",5282,"2012",0,NA,0
"597",5282,"2013",0,NA,0
"775",5282,"2015",0,NA,0
"1289",5277,"2009",0,NA,0
"774",5277,"2015",0,NA,0
"1288",5268,"2008",0,NA,0
"2149",5268,"2009",0,NA,0
"1287",5267,"2008",0,NA,0
"3113",5267,"2010",0,NA,0
"4125",5267,"2011",0,NA,0
"6100",5267,"2013",0,NA,0
"773",5267,"2014",0,NA,0
"879",5267,"2015",0,NA,0
"1286",5242,"2008",0,NA,0
"2148",5242,"2009",0,NA,0
"3112",5242,"2010",0,NA,0
"596",5242,"2012",0,NA,0
"699",5242,"2013",0,NA,0
